mining_algo,network_hash_rate,available_on_nicehash_percent,1_hour_attack_cost,24_hours_attack_cost,attack_appeal,hash_rate,hash_rate_30d_average,mining_revenue_per_hash_usd,mining_revenue_per_hash_native_units,mining_revenue_per_hash_per_second_usd,mining_revenue_per_hash_per_second_native_units,mining_revenue_from_fees_percent_last_24_hours,mining_revenue_native,mining_revenue_usd,mining_revenue_total,average_difficulty,Date
SHA-256,324079 PH/s,0.03509508259625817,,,,350148490.60783935,358153614.44380957,8.55086e-07,3.1e-11,0.076250643745,2.75149e-06,7.7800456674,950.43941323,25868758.90524792,51119360711.72604,49955927386287.055,2023-06-01T14:58:38.760278582Z
